run,label,text_params,image_params,epoch,loss,val_i2t_r1,val_i2t_r5,val_i2t_r10,val_t2i_r1,gamma,hardest_negative_margin,grad_norm,seconds
q-tn10k_spider-10392852.out@10k,q-tn10k_spider-10392852.out@10k,660192934,0,26,1.9383,0.021,0.081,0.127,0.0086,0.0233,-0.2086,,104.8
q-tn10k_spider-10392852.out@10k,q-tn10k_spider-10392852.out@10k,660192934,0,27,1.8267,0.022,0.084,0.118,0.0092,0.0233,-0.2108,,107.5
q-tn10k_spider-10392852.out@10k,q-tn10k_spider-10392852.out@10k,660192934,0,28,1.7623,0.026,0.07,0.118,0.0084,0.0235,-0.2129,,101.4
q-tn10k_spider-10392852.out@10k,q-tn10k_spider-10392852.out@10k,660192934,0,29,1.7178,0.024,0.077,0.119,0.0094,0.0237,-0.2153,,107.2
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,0,4.464,0.009,0.03,0.048,0.0018,0.0064,-0.1684,,186.0
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,1,4.3179,0.017,0.043,0.065,0.003,0.0066,-0.1505,,211.9
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,2,4.2267,0.018,0.04,0.062,0.003,0.0065,-0.1451,,178.2
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,3,4.1678,0.01,0.038,0.058,0.004,0.0066,-0.1386,,185.3
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,4,4.1223,0.018,0.043,0.066,0.0044,0.0069,-0.1346,,193.5
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,5,4.0598,0.019,0.048,0.074,0.005,0.0078,-0.1347,,243.4
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,6,4.0351,0.027,0.061,0.082,0.0072,0.0085,-0.1311,,210.6
q-tn20k-10388461.out,q-tn20k-10388461.out,939828454,0,7,3.982,0.021,0.055,0.078,0.0056,0.0089,-0.1338,,216.2
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,0,4.5453,0.001,0.008,0.014,0.001,0.0002,-0.0787,,177.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,1,4.5188,0.009,0.028,0.038,0.0022,0.0031,-0.12,,188.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,2,4.409,0.014,0.03,0.045,0.0028,0.0064,-0.1313,,186.3
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,3,4.2769,0.021,0.046,0.07,0.004,0.0088,-0.1425,,154.5
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,4,4.1466,0.025,0.055,0.082,0.0046,0.0108,-0.1468,,153.7
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,5,4.0099,0.025,0.06,0.094,0.0054,0.0131,-0.1507,,189.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,6,3.864,0.027,0.067,0.096,0.005,0.0145,-0.1562,,191.7
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,7,3.7421,0.03,0.074,0.103,0.0074,0.0156,-0.1643,,191.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,8,3.6177,0.034,0.075,0.119,0.008,0.0163,-0.1693,,190.9
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,9,3.4892,0.025,0.075,0.11,0.0082,0.0181,-0.1732,,191.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,10,3.3672,0.024,0.072,0.107,0.007,0.0184,-0.1786,,188.7
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,11,3.2501,0.027,0.088,0.141,0.0086,0.0201,-0.1819,,165.6
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,12,3.1329,0.029,0.099,0.131,0.0084,0.0211,-0.1878,,165.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,13,3.0185,0.033,0.097,0.138,0.0092,0.0221,-0.1898,,197.4
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,14,2.9066,0.031,0.092,0.134,0.01,0.0226,-0.1927,,196.0
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,15,2.8417,0.03,0.089,0.126,0.009,0.0234,-0.1967,,197.3
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,16,2.7263,0.028,0.097,0.139,0.0106,0.0235,-0.1993,,200.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,17,2.6325,0.025,0.086,0.133,0.0082,0.0239,-0.2042,,196.0
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,18,2.5448,0.03,0.104,0.138,0.011,0.0249,-0.2064,,165.4
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,19,2.4653,0.032,0.095,0.142,0.0114,0.0257,-0.2057,,163.1
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,20,2.3858,0.039,0.1,0.139,0.0102,0.0259,-0.2082,,195.7
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,21,2.3026,0.039,0.106,0.151,0.0102,0.0263,-0.2113,,195.2
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,22,2.2559,0.038,0.105,0.147,0.0104,0.0265,-0.2114,,163.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,23,2.1885,0.03,0.1,0.148,0.0116,0.0269,-0.2135,,194.7
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,24,2.1043,0.041,0.103,0.145,0.0102,0.027,-0.215,,194.8
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,25,2.0263,0.037,0.106,0.15,0.0114,0.0265,-0.2182,,195.2
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,26,1.9747,0.027,0.092,0.144,0.011,0.0267,-0.2198,,194.5
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,27,1.9098,0.03,0.102,0.154,0.011,0.0279,-0.2208,,160.7
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,28,1.8688,0.034,0.095,0.152,0.0104,0.0277,-0.2222,,196.3
q-tn20k-10388753.out,q-tn20k-10388753.out,939828454,0,29,1.8423,0.03,0.102,0.152,0.0112,0.0277,-0.2238,,162.2
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,0,4.3673,0.001,0.005,0.009,0.001,0.0001,-0.0291,,43.8
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,1,4.3767,0.003,0.007,0.012,0.001,0.0001,-0.0497,,43.1
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,2,4.3591,0.005,0.017,0.029,0.0012,0.0003,-0.066,,36.9
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,3,4.3231,0.011,0.031,0.043,0.0014,0.0016,-0.1048,,44.2
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,4,4.2569,0.015,0.039,0.054,0.0018,0.0034,-0.1267,,38.1
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,5,4.1941,0.013,0.046,0.063,0.0022,0.0048,-0.1346,,37.7
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,6,4.0664,0.018,0.052,0.072,0.002,0.0057,-0.1395,,42.2
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,7,3.9982,0.013,0.048,0.07,0.0032,0.0073,-0.1414,,44.2
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,8,3.8417,0.021,0.052,0.072,0.0032,0.0089,-0.1478,,38.6
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,9,3.7489,0.016,0.053,0.086,0.0038,0.0098,-0.1501,,44.3
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,10,3.5887,0.017,0.058,0.083,0.0048,0.0108,-0.1578,,37.9
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,11,3.4704,0.021,0.061,0.094,0.0052,0.0124,-0.162,,45.3
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,12,3.3378,0.018,0.068,0.098,0.0054,0.0131,-0.1673,,45.8
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,13,3.2133,0.021,0.062,0.103,0.0048,0.014,-0.1717,,45.6
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,14,3.1002,0.018,0.071,0.104,0.005,0.0145,-0.1733,,36.4
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,15,3.0058,0.024,0.06,0.098,0.0052,0.0151,-0.1771,,39.0
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,16,2.8775,0.025,0.065,0.097,0.0054,0.0154,-0.18,,37.6
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,17,2.7275,0.029,0.064,0.1,0.0054,0.0154,-0.1844,,36.6
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,18,2.6527,0.028,0.067,0.102,0.006,0.0158,-0.1876,,44.9
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,19,2.4935,0.03,0.067,0.103,0.006,0.0163,-0.1929,,44.1
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,20,2.479,0.026,0.079,0.114,0.0066,0.0171,-0.1936,,44.5
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,21,2.36,0.023,0.077,0.102,0.0066,0.0169,-0.1948,,40.9
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,22,2.2686,0.027,0.075,0.103,0.0056,0.0178,-0.1968,,45.0
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,23,2.1698,0.026,0.071,0.111,0.0062,0.0177,-0.1986,,44.1
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,24,2.0502,0.022,0.075,0.112,0.007,0.0178,-0.1997,,36.7
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,25,2.0008,0.023,0.09,0.119,0.0076,0.018,-0.2012,,39.1
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,26,1.9099,0.027,0.083,0.124,0.0088,0.0184,-0.2032,,40.3
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,27,1.8415,0.025,0.085,0.119,0.0084,0.0186,-0.2062,,44.9
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,28,1.7633,0.032,0.079,0.121,0.0088,0.0189,-0.2052,,39.0
q-tn5k-10389787.out,q-tn5k-10389787.out,480006760,0,29,1.7355,0.025,0.072,0.117,0.0072,0.019,-0.2065,,45.9
q-tnfull-10388463.out,q-tnfull-10388463.out,2310327176,0,0,4.2907,0.013,0.054,0.077,0.0032,0.0049,-0.1218,,1319.0
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,0,4.4004,0.013,0.033,0.044,0.0022,0.0025,-0.1146,,1968.2
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,1,4.3246,0.011,0.054,0.073,0.006,0.0053,-0.1302,,2030.6
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,2,4.1936,0.026,0.077,0.111,0.0054,0.0083,-0.1378,,2241.6
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,3,4.0899,0.03,0.088,0.117,0.007,0.0109,-0.1459,,1990.2
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,4,3.9876,0.04,0.091,0.132,0.0108,0.0129,-0.1537,,2119.2
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,5,3.8949,0.041,0.102,0.151,0.008,0.0166,-0.1613,,2265.8
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,6,3.8085,0.045,0.12,0.166,0.0118,0.0192,-0.1649,,2250.2
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,7,3.7246,0.047,0.126,0.18,0.0156,0.0209,-0.1689,,2122.2
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,8,3.6309,0.048,0.126,0.192,0.0152,0.0222,-0.1787,,2016.2
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,9,3.5392,0.05,0.139,0.212,0.0132,0.0246,-0.1796,,2094.4
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,10,3.4624,0.048,0.143,0.212,0.0164,0.0264,-0.1846,,1916.8
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,11,3.3762,0.045,0.153,0.207,0.0189,0.0278,-0.1872,,2040.9
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,12,3.2991,0.054,0.168,0.233,0.0164,0.0298,-0.1913,,2012.3
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,13,3.2286,0.046,0.163,0.219,0.0164,0.0311,-0.1941,,1986.4
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,14,3.1489,0.047,0.169,0.244,0.0191,0.0328,-0.1949,,1953.0
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,15,3.0674,0.06,0.182,0.256,0.0239,0.0341,-0.1984,,2438.8
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,16,3.0094,0.068,0.183,0.241,0.0219,0.0353,-0.2,,1947.9
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,17,2.9434,0.059,0.175,0.252,0.0197,0.0352,-0.2035,,1767.5
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,18,2.8749,0.062,0.165,0.241,0.0217,0.037,-0.2036,,2085.5
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,19,2.8125,0.061,0.17,0.257,0.0221,0.0382,-0.2058,,1824.3
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,20,2.7645,0.063,0.18,0.254,0.0225,0.0409,-0.2045,,1817.0
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,21,2.7049,0.064,0.197,0.275,0.0237,0.0416,-0.2068,,2430.7
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,22,2.6379,0.06,0.187,0.278,0.0243,0.0418,-0.2082,,1924.4
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,23,2.5925,0.06,0.191,0.269,0.0251,0.0429,-0.2098,,2234.1
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,24,2.5448,0.052,0.192,0.258,0.0243,0.0436,-0.2106,,2069.0
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,25,2.4964,0.057,0.199,0.267,0.0235,0.0448,-0.2111,,2166.7
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,26,2.4498,0.065,0.182,0.258,0.0215,0.0458,-0.2126,,1902.8
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,27,2.4166,0.067,0.19,0.262,0.0255,0.0459,-0.2137,,2010.1
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,28,2.3658,0.068,0.188,0.261,0.0247,0.0456,-0.2142,,1999.7
q-tnfull-10388754.out,q-tnfull-10388754.out,2310327176,0,29,2.3185,0.065,0.191,0.268,0.0255,0.0465,-0.2149,,1488.0
q-vqc10k-10389786.out@10k,q-vqc10k-10389786.out@10k,338953,159668,0,5.6325,0.0,0.003,0.014,0.0018,0.0008,-0.0089,,1541.2
q-vqc10k-10389786.out@10k,q-vqc10k-10389786.out@10k,338953,159668,1,5.6078,0.004,0.019,0.028,0.0026,0.0075,-0.0213,,1491.8
q-vqc10k-10389786.out@10k,q-vqc10k-10389786.out@10k,338953,159668,2,5.5589,0.002,0.015,0.034,0.0016,0.0215,-0.05,,1480.0
q-vqc10k-10389786.out@10k,q-vqc10k-10389786.out@10k,338953,159668,3,5.513,0.004,0.018,0.041,0.002,0.0335,-0.0806,,1452.3
q-vqc10k-10389786.out@10k,q-vqc10k-10389786.out@10k,338953,159668,4,5.4748,0.005,0.017,0.038,0.003,0.0429,-0.1055,,1491.2
q-vqc10k-10389786.out@10k,q-vqc10k-10389786.out@10k,338953,159668,5,5.4482,0.004,0.016,0.037,0.003,0.0511,-0.1231,,1462.1
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,0,5.6325,0.0,0.003,0.014,0.0018,0.0008,-0.0089,,1227.9
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,1,5.6078,0.004,0.019,0.028,0.0026,0.0075,-0.0213,,1197.3
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,2,5.5589,0.002,0.015,0.034,0.0016,0.0215,-0.05,,1157.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,3,5.513,0.004,0.018,0.041,0.002,0.0335,-0.0806,,1136.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,4,5.4748,0.005,0.017,0.038,0.003,0.0429,-0.1055,,1141.9
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,5,5.4482,0.004,0.016,0.037,0.003,0.0511,-0.1231,,1125.1
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,6,5.4098,0.002,0.023,0.05,0.0028,0.0605,-0.1413,,1140.3
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,7,5.3677,0.006,0.03,0.056,0.004,0.0707,-0.1655,,1114.4
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,8,5.3255,0.011,0.028,0.052,0.0048,0.0833,-0.1711,,1095.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,9,5.269,0.009,0.025,0.058,0.0044,0.0966,-0.1821,,1096.0
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,10,5.2238,0.011,0.037,0.074,0.0048,0.1087,-0.1848,,1081.3
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,11,5.1689,0.008,0.039,0.074,0.007,0.1203,-0.1869,,1063.4
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,12,5.1261,0.007,0.046,0.074,0.0076,0.1318,-0.1868,,1077.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,13,5.0807,0.005,0.041,0.078,0.0082,0.1401,-0.1849,,1061.3
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,14,5.0366,0.005,0.041,0.081,0.0072,0.1496,-0.1814,,1056.1
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,15,4.9986,0.007,0.043,0.09,0.009,0.158,-0.1813,,1101.9
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,16,4.9556,0.011,0.045,0.086,0.0092,0.166,-0.1815,,1076.7
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,17,4.9248,0.011,0.053,0.101,0.009,0.172,-0.1805,,1100.0
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,18,4.8947,0.011,0.055,0.105,0.0098,0.178,-0.1786,,1064.0
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,19,4.8695,0.012,0.061,0.122,0.0098,0.1838,-0.1773,,1072.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,20,4.838,0.013,0.067,0.121,0.0098,0.1888,-0.1764,,1068.4
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,21,4.812,0.016,0.068,0.123,0.0102,0.1928,-0.1742,,1078.0
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,22,4.784,0.016,0.07,0.127,0.01,0.1975,-0.1748,,1058.8
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,23,4.7645,0.014,0.077,0.134,0.0112,0.2008,-0.1739,,1052.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,24,4.7382,0.013,0.079,0.14,0.0112,0.2046,-0.1726,,1086.5
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,25,4.7212,0.01,0.078,0.131,0.0132,0.2084,-0.1713,,1055.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,26,4.6925,0.013,0.084,0.15,0.0126,0.212,-0.1702,,1077.2
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,27,4.6708,0.017,0.086,0.149,0.0128,0.2153,-0.1722,,1063.7
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,28,4.6579,0.019,0.085,0.151,0.015,0.2179,-0.1712,,1055.8
q-vqc10k-10390586.out@10k,q-vqc10k-10390586.out@10k,338953,159668,29,4.6292,0.017,0.087,0.15,0.0152,0.2209,-0.1689,,1120.2
amp@10k,amp@10k,338953,0,0,5.6361,0.002,0.006,0.016,0.0018,0.0007,-0.0059,0.0369,1294.2
amp@10k,amp@10k,338953,0,1,5.6239,0.003,0.007,0.013,0.0018,0.0016,-0.0108,0.0366,1169.6
amp@10k,amp@10k,338953,0,2,5.6128,0.002,0.01,0.018,0.002,0.0024,-0.0156,0.0362,1182.7
amp@10k,amp@10k,338953,0,3,5.6016,0.003,0.006,0.015,0.0024,0.0033,-0.021,0.0362,1148.8
amp@10k,amp@10k,338953,0,4,5.5909,0.003,0.007,0.015,0.0022,0.0041,-0.0273,0.0356,1119.9
amp@10k,amp@10k,338953,0,5,5.5816,0.001,0.006,0.023,0.002,0.0049,-0.0368,0.0355,1142.6
amp@10k,amp@10k,338953,0,6,5.5656,0.002,0.011,0.027,0.0016,0.005,-0.0529,0.0475,1140.7
amp@10k,amp@10k,338953,0,7,5.5516,0.003,0.011,0.024,0.0012,0.0049,-0.0605,0.0878,1110.0
amp@10k,amp@10k,338953,0,8,5.5408,0.001,0.014,0.031,0.001,0.0059,-0.0608,0.1019,1118.8
amp@10k,amp@10k,338953,0,9,5.5332,0.003,0.015,0.03,0.0014,0.0061,-0.0635,0.1114,1109.7
amp@10k,amp@10k,338953,0,10,5.5281,0.003,0.017,0.034,0.0016,0.0067,-0.065,0.1046,1100.9
amp@10k,amp@10k,338953,0,11,5.5256,0.002,0.015,0.039,0.002,0.0073,-0.066,0.1117,1094.5
amp@10k,amp@10k,338953,0,12,5.5185,0.002,0.013,0.041,0.0024,0.0076,-0.0678,0.095,1081.1
amp@10k,amp@10k,338953,0,13,5.5154,0.004,0.017,0.04,0.0024,0.008,-0.0692,0.1217,1133.3
amp@10k,amp@10k,338953,0,14,5.5111,0.005,0.02,0.041,0.0022,0.0085,-0.0698,0.1155,1117.4
amp@10k,amp@10k,338953,0,15,5.5071,0.0,0.02,0.041,0.0024,0.0088,-0.0718,0.1087,1088.8
amp@10k,amp@10k,338953,0,16,5.5064,0.002,0.021,0.042,0.0022,0.0091,-0.073,0.1302,1082.2
amp@10k,amp@10k,338953,0,17,5.5018,0.002,0.02,0.039,0.0026,0.0095,-0.0741,0.1191,1109.2
amp@10k,amp@10k,338953,0,18,5.4968,0.005,0.027,0.044,0.0024,0.0098,-0.0747,0.1105,1084.4
amp@10k,amp@10k,338953,0,19,5.4947,0.003,0.023,0.042,0.0026,0.0101,-0.0758,0.1113,1111.9
amp@10k,amp@10k,338953,0,20,5.4904,0.003,0.028,0.045,0.0022,0.0105,-0.0764,0.1135,1082.4
amp@10k,amp@10k,338953,0,21,5.4906,0.004,0.023,0.045,0.0026,0.0107,-0.0774,0.1246,1430.8
amp@10k,amp@10k,338953,0,22,5.4877,0.003,0.025,0.043,0.0026,0.011,-0.0779,0.1079,1439.3
amp@10k,amp@10k,338953,0,23,5.4841,0.004,0.03,0.047,0.0022,0.0114,-0.079,0.1168,1436.5
amp@10k,amp@10k,338953,0,24,5.481,0.007,0.028,0.05,0.0028,0.0115,-0.0802,0.1133,1092.6
amp@10k,amp@10k,338953,0,25,5.4785,0.007,0.023,0.045,0.0028,0.0117,-0.0801,0.1149,1447.3
amp@10k,amp@10k,338953,0,26,5.4766,0.006,0.027,0.045,0.0028,0.0119,-0.0807,0.1195,1112.0
amp@10k,amp@10k,338953,0,27,5.4736,0.006,0.032,0.049,0.0024,0.0121,-0.0816,0.1157,1529.8
amp@10k,amp@10k,338953,0,28,5.4728,0.007,0.028,0.04,0.003,0.0124,-0.0829,0.123,1265.2
amp@10k,amp@10k,338953,0,29,5.4702,0.007,0.029,0.052,0.0028,0.0126,-0.0834,0.1451,1428.4
bs512@10k,bs512@10k,338953,159668,0,6.3164,0.0,0.005,0.009,0.0022,0.0002,-0.006,0.0131,610.6
bs512@10k,bs512@10k,338953,159668,1,6.3077,0.002,0.011,0.017,0.0016,0.0012,-0.0097,0.0177,573.3
bs512@10k,bs512@10k,338953,159668,2,6.2923,0.001,0.011,0.016,0.0028,0.0046,-0.0149,0.0276,548.6
bs512@10k,bs512@10k,338953,159668,3,6.2646,0.003,0.017,0.038,0.0022,0.0114,-0.027,0.0392,541.5
bs512@10k,bs512@10k,338953,159668,4,6.229,0.004,0.02,0.038,0.0026,0.0203,-0.0452,0.0444,542.0
bs512@10k,bs512@10k,338953,159668,5,6.1997,0.007,0.021,0.041,0.0018,0.0281,-0.0614,0.043,542.9
bs512@10k,bs512@10k,338953,159668,6,6.1758,0.006,0.022,0.046,0.0014,0.0347,-0.0764,0.0409,540.4
bs512@10k,bs512@10k,338953,159668,7,6.1578,0.006,0.027,0.051,0.003,0.0397,-0.0918,0.0427,522.6
bs512@10k,bs512@10k,338953,159668,8,6.1383,0.004,0.026,0.044,0.0032,0.0445,-0.1074,0.0446,525.0
bs512@10k,bs512@10k,338953,159668,9,6.1179,0.007,0.028,0.049,0.0034,0.0491,-0.1277,0.0458,530.3
bs512@10k,bs512@10k,338953,159668,10,6.099,0.006,0.025,0.055,0.0034,0.0543,-0.1445,0.0491,516.3
bs512@10k,bs512@10k,338953,159668,11,6.073,0.006,0.027,0.053,0.0042,0.0597,-0.1565,0.053,528.5
bs512@10k,bs512@10k,338953,159668,12,6.0556,0.008,0.033,0.06,0.004,0.0655,-0.1695,0.0595,519.0
bs512@10k,bs512@10k,338953,159668,13,6.03,0.009,0.034,0.065,0.0046,0.0718,-0.1827,0.0689,515.1
bs512@10k,bs512@10k,338953,159668,14,5.9969,0.011,0.037,0.065,0.005,0.0792,-0.193,0.0783,522.5
bs512@10k,bs512@10k,338953,159668,15,5.9623,0.012,0.037,0.065,0.0056,0.0869,-0.2004,0.0858,520.3
bs512@10k,bs512@10k,338953,159668,16,5.9352,0.011,0.041,0.066,0.0072,0.094,-0.2044,0.0996,525.0
bs512@10k,bs512@10k,338953,159668,17,5.9046,0.009,0.044,0.067,0.0072,0.101,-0.206,0.099,524.5
bs512@10k,bs512@10k,338953,159668,18,5.8788,0.011,0.045,0.077,0.0072,0.1074,-0.2075,0.1057,518.3
bs512@10k,bs512@10k,338953,159668,19,5.8419,0.007,0.049,0.078,0.0078,0.1145,-0.2066,0.1198,506.1
bs512@10k,bs512@10k,338953,159668,20,5.8064,0.009,0.05,0.087,0.0078,0.1207,-0.2057,0.133,516.5
bs512@10k,bs512@10k,338953,159668,21,5.7912,0.016,0.052,0.088,0.0078,0.1261,-0.2043,0.1377,538.8
bs512@10k,bs512@10k,338953,159668,22,5.7581,0.016,0.055,0.095,0.008,0.1316,-0.2007,0.1433,523.8
bs512@10k,bs512@10k,338953,159668,23,5.7345,0.012,0.058,0.095,0.0068,0.1369,-0.1996,0.1406,523.0
bs512@10k,bs512@10k,338953,159668,24,5.7024,0.02,0.057,0.104,0.007,0.1427,-0.1993,0.155,520.6
bs512@10k,bs512@10k,338953,159668,25,5.6753,0.016,0.061,0.107,0.0072,0.1478,-0.198,0.1598,512.1
